@relation bla
@attribute senti {-1,0,1}
@attribute text string
@data
'-1','In my opinion, no other game (or collection of games) has even remotely come close to being as amazingly genius as Angry Birds....until the most recent update, that is!'
'0',"In my opinion, the only thing it's missing is video handling."
'1','In particular, the text entry is a BIG deal.'
'0','In the previous version you could scroll the map and see your desired categories update on screen.'
'-1',"In theory it's great but once a PDF is selected it can be impossible to close it."
'1','In this new version I can finally edit notebooks on my phone.'
'-1','Including ads in a popular and paid app like this?'
'0','Increase participants in a group increase participants in a group  Update it...'
'-1','Indexing is very slow too, many of my pins take weeks to come up in search.'
'1','Informative!'
'1','Inspiration and ideas from around the globe.'
'-1','Installation of new update is frozen and cannot exit the update!'
'1',"Instead of just jotting down a note (which I can't always do) and referring to it later on once I've gotten home, logged onto a computer, & opened up a Word document, it's so much easier and convenient to do it on this app."
'0','Interesting Not good enough but it can be improved'
'0','iOS 5.1'
'-1','iOS 7 glitches.'
'-1','iOS 7 seems to be incompatible.'
'0','iOS 7, iPhone 5.'
'-1','iPhone like scrolling desired.'
'0','iPhone, Mac, kindle...'
'-1','Ironically, they just made this game "free"... coincidence?'
'1','Is Dropbox design for iOS 7, but is still the same more or less.'
'1','Is easiest and most intuitive to use, syncs so easily to laptop.'
'-1','Is the badest UI i have ever seen.'
'1','Is there a selection tool to edit and work with image parts?'
'1','It allows me to record daily notes that aid in medical evaluations.'
'-1','It allows me to share individual photos but not entire folders!'
'1','It always loads quickly and runs great.'
'-1','It always says Installing...'
'1','It automatically synchs with my iPhone and laptop.'
'-1','It constantly reports failure to synch, it freezes momentarily between all actions, it crashes here and thee, and the search function sometimes fails to find key words.'
'-1',"It crashes and it won't keep your progress between other devices if you are not online."
'-1','It crashes as soon as  i get to load the level'
'-1','It crashes when I click on a level'
'-1','It does a poor job at retaining the starred items in memory.'
'0','It does not know where yo are at any more and does not provide location service.'
'-1','It glitches out on me every time with "red mighty feathers" patch that please?????'
'-1','IT HAS 69 TROJAN VIRUSES.'
'0','It has a vast amount of data, but be careful and glean from other sources to get information.'
'-1','It has been a couple years and still VERY unfriendly to find your location again after initial search.'
'-1','It has gradually become a cash-grab operation plagued with ads (in a paid app?'
'1','It has most of ur basics.'
'1','It has my favorite UI of all my most used apps.'
'1','It has so many great features.'
'1',"It has some good photos of every thing when you find it it doesn't perform  well on my iPad it's slow and it hard find what information your looking for if I was to use to book a hotel it might be worth it"
'0','It has taken the risk out of sight unseen hotels and restaurants and led to many memorable stories.'
'0',"It helps me a lot when I'm on the trip but one thing that makes me mad that when I click to see the photos."
'-1','It is a great game but all the versions I have keep crashing.'
'1','It is a great resource for searching and getting personnal feelings from visitors like us.'
'1',"It is a great way to stay 'green' by storing documents rather than printing hard copies."
'1','It is available on all platforms and syncs automatically.'
'1','It is awesome It all ways has new updates  like every month!!'
'1','It is challenging in the right way .'
'-1','It is difficult to know how to start.'
'0','It is easy to use and quite intuitive in how it works.'
'1','It is extremely reliable, intuitive, and something I use many times a day.'
'1','It is fabulous to be able to record a meeting and take notes at the same time.'
'1','It is for everyone who like pics It is the perfect way to make some perfect pictures, it has much feathers, everything you need to edit pics, ==='
'0','It is fun to get help from the characters with special powers when I am really stuck.'
'0',"It is helped me find restaurants in cities I've never been and great deals on flights and hotels."
'1','It is helpful to read multiple opinions, one can generally wade through the static and determine what fits.'
'-1','It is impossible to refine a hotel search for specific criteria beyond location, price and quality.'
'1','It is my most important work tool.'
'0','It is quick and easy and having it on both the iPad and iPhone makes it a snap to use.'
'-1','It is quite annoying.'
'1','It is so fun to look at everything and pin your likes or needs to your own boards.'
'1','It is so helpful when traveling, and also helpful at home to see what other people are saying about my favorite restaurants.'
'-1','It is taking lot of time or sometimes get failed.'
'0','It is the first place I check when heading to a new area for information on hotels, restaurants and activities.'
'-1','It is very frustrating to be watching slow animations when I want to make a quick note.'
'1','It just keeps getting better and better I just loved all the postings and all that share.'
'-1',"It keeps going back to the home screen when it's on the loading screen :/"
'1','It lets me edit my pics anyway I want and share them easily!!'
'1',"It makes your brain work more than the average nonsense game, it has attainable goals and overall it's just cute and fun."
'1','It performs well and all my devices are always in sync, so my files and notes are always handy.'
'1','It really empowers me to write while on the go.'
'1','It remembers everything for me across platforms....!'
'0',"It shortens it with ... On the old version I could click the file and then minimize the left bar and see the file name, but on this version I don't see any way to do that."
'-1',"It starts uploading , the progress bar shows it going, then when radionics he'd, the progress bar just starts again and again going over and over"
'-1','It sucks I was trying to do something so simple and I cant figure out anything.'
'-1','It takes forever to upload photos, 2-3 weeks after I started the photos finally became viewable.'
'-1','It took me twice as long to find my notes...'
'-1','It was a little overwhelming to set up Evernote initially.'
'-1',"It was cool, until the last update where now I can't upload from my iPhone.."
'-1','It was perfect before the last update.'
'1','It was so useful to chat and connecting with all frnds I really loves this wats up and i enjoy the days chatting with my frnds tks for thiz innovative idea hats off'
'-1',"It was working fine with no problems and now I can't even get the app to open!!"
'0','It will only work once and then if I open it again it will be nothing but a black screen.'
'-1',"It won't close, and there is nothing to get me back to a home page."
'0','It would be nice to be able to enlarge the photos though.'
'0','It would be nice to change the name of the files.'
'0','It would be really nice if it gives us 10gb free space.'
'0',"It would've great if there was a way to hide some of my notebooks with a password for secure data."
'0','It\'d be great if there was a way to see my "saves" sorted by distance as well as a way to mark them as seen.'
'1',"It's a delight to use for recording ideas and notes."
'1',"It's a fantastic tool to get reviews on everything."
'1',"It's a great app especially for iphone users since they can't add storage to their phones but any time u send a email to a friend inviting them to get it they give you more memory"
'1',"It's a great app for taking class notes on my tablet and still be able to access them via the internet."
'-1',"It's a lot of clicking to do something as simple as review your notes."
'1',"It's a must do on any trip planning."
'1',"It's a really good cloud app, but what makes it stand out is the new .pdf viewer!"
'-1',"It's a third class app canot open I am very angry about this app Bore"
'0',"It's a wonderful service and up until the iOS7 redesign the apps have always worked great."
'1',"It's allot of fun You can find all kinds of stuff without searching all over the internet!"
'-1',"It's almost impossible to find files within the app."
'0',"It's also impossible to send files as email attachments instead of sharing their links through the default Mail app."
'1',"It's also really nice for finding like minded people to follow who are all collecting things they also think are cool which gives a fresh feed of coolness tailored to me."
'-1',"It's awesome However recently there is lapse to receive the message ."
'1',"It's awesome to have exactly what I have pinned all organized, just for me!"
'1',"It's been great and works on my iPad, iPhone and Mac."
'1',"It's capability and conveniences will make you wonder how you went without it (or how you used the Notes function so long)!"
'-1',"It's clunky and advertising too much."
'1',"It's easy-using."
'-1',"It's extremely annoying to navigate through everything now too."
'-1',"It's fun but I has changed over the years, the characters look differant"
'0',"It's good and I like Red's feathers, but it keeps shutting off."
'1',"It's great and all but I have all my work and school work on google drive and I wish that it could sync with google drive cuz I love taken notes in this!"
'-1',"It's great but should put Apple TV support to view photos better in the Apple TV."
'1',"It's great for people that are on the go and can store almost anything and have it in the palm of their hand."
'1',"It's great how you can review an area and save the things you would like to do in that area for when you visit next."
'1',"It's great I like writing reviews and reading we're am gonna go next"
'1',"It's great to be able to search for a resume or an crucial school document saved on my laptop from my phone."
'1',"It's great to have the ability to input URL, photos, audio, and text."
'1',"It's great to sync my travel plans, thoughts, whims across my devices."
'-1','It\'s jumbled, confusing and lots of advertising for their service add ons and "news" get in the way of core functionality.'
'0',"It's just an ADDITION of levels to the original game with a twist, and it's NOT that bad."
'1',"It's like having a mini-assistant helping take notes!"
'1',"It's more and more robust with each new edition."
'1',"It's new reminders feature has been amazing!"
'-1',"It's not being installed in Android 2.3 after finishing download it show that download unsuccessful."
'1',"It's not great for stuff in the U.S. but it's great for international advice, and it's an easier platform to post reviews than yelp."
'-1',"It's not very common for an ap to go backwards with an update but Trip-advisor did."
'0',"It's on my iPhone, iPad and MacBook."
'-1',"It's one thing to make the levels challenging but to make them near impossible with no real reward, well, that misses the point entirely."
'1',"It's quick, when i pin something it goes up immediately."
'-1',"It's random garbage advertising a different game."
'1',"It's really good."
'1',"It's really great to use trip advisor for the information of hotels all around the globe.."
'0',"It's really useful now it just needs a dragon dictate so I can quit copy and pasting lol useful app though =]"
'0',"It's simple and easy to use."
'1',"It's so easy to work with ((:"
'1',"It's super easy to copy pictures to clipboard or even save them to your phone, but why can't I download my videos?"
'-1',"It's suprisingly fun to slingshot birds and destroy things."
'1',"It's the best It's quick and easy to use and never let's me down and I don't have to spend credit while having a conversation!"
'1',"It's the best way to organize documents and images in one place."
'1',"It's the most simple way to collect & organize interests, and new ideas."
'1',"It's too user friendly Using Picsart is fun!"
'1',"It's very convenient also to use."
'0',"It's very convenient to use, however not being able to switch between accounts without un-linking the phone would be great."
'-1',"It's very inconvenient to constantly have to make sure the app stays open to upload."
'-1',"It's way too slow!!"
'1',"It's worth the $0.99 because there's millions of levels!"
'1','Its a "must have" app for any traveler, just full of useful info, that also provides local commentary.'
'-1','Its a bit slow!'
'0','its a good app but i think there should be daily reminders or just like the alarms that are already on the devices you can set the days ...'
'0','Its fine Plz add a symbol of salut .'
'-1','its problem is about not being allowed ur last online status'
'1','Its really easy to use and I love all the little icons to choose from.'
'1','Its realy easy n so fst..after all it is d no.1 messenger on android It is very quick n low data..usage.on my smsng galaxy y'
'1','Its so fun to see what friends like and pin also.'
'-1','Its still loading and it has been fir five days.'
'1','Jfk702 Great apps to share thought and pic...'
'0','Jus cant find how to remove text from a pic.'
'-1','Just a bit slow.'
'0','Just a black screen with a gray bar at the bottom.'
'-1','just as I was beginning to enjoy and appreciate the app, taking notes on a book I\'m reading both textually and by taking pictures of passages, I accidentally touched the "plain text" format button.'
'1','Just discovered the nifty point me there feature.'
'-1','Just for everyone to know if you install Evernote and your notes do not show up first you need to delete Evernote and reinstall and it will begin to sync again'
'-1',"Just installed update and it's unusable now because it crashes 100% of the time upon startup."
'-1',"Just kidding it's awesome?buuuut...the new update is crap."
'1','Just new to app..very useful tool for locating mini weekend getaways..'
'-1','Just on iOS.'
'-1','Just updated to version 3.1.0 & completely lost all progress.'
'-1','Just wish it would STOP suggesting I share pins with my friends'
'-1','Just wondering why, these 3 days there\'s "No internet connection" notification everytime I use the app, while I browse on Safari and playing games very smoothly, so I guess no problem with my internet connection.'
'-1','Keep up the good work but camera upload has stopped working for me.'
'1','Keep uptading .. Love this app 5 stars from my side..'
'1','Keeps all your information in one place.'
'-1','Keeps crashing Not only did it crash, it also wiped my whole phone.'
'-1','keeps crashing every time I try to make an account'
'0','Keeps telling me to reset my password,because it is in safe mode,but will not send me the email to do so!'
'1','Keeps track of any and everything and just keeps getting better.'
'-1','Last Update ios 7.0 is Disastrous!'
'-1','Lately the sound stops after the screen locks.'
'-1','Latest release: A brilliant kinetic puzzle game lobotomized into a nearly mindless click  to fire.'
'0','Latest update crashes on startup on my iPhone 4s.'
'-1',"Latest update so bad for the first time I don't even care to play!"
'-1','Latest version seems to have stopped playing my videos.'
'0','Let me refresh my folder with a refresh button so that I can view changes to files in a more streamlined manner.'
'1',"Let's you review on the go and keeps me busy at the airport!"
'1','Like that I get more feedback how is everyone experience.'
'-1','Like the drop box service, but upgrading is too expensive.'
'1','Little than 30 seconds it had my account created and pictures uploading on there!'
'-1','Locations on maps are incredibly inaccurate.'
'0',"Logging out and logging back in didn't work."
'-1','Lol cool but it gets repetitive after a while'
'1','Look how much Rovio evolved.'
'-1','Look, if we are going to have limits of what I can pin, then I am going to delete this app and my account.'
'0','Looking forward to more levels.'
'1','Looks almost like some sort of glitch.'
'1','Lots of USEFUL information and creative ideas!'
'1','Love Best photo editing app ever'
'1',"Love being able to look up the specific areas I'm visiting and have LOCALS chiming in too!"
'1','Love how can I can put outlook emails in it.'
'1','Love how easy it is to find reviews on restaurants and hotels'
'1','Love it Good ideas and you can find whatever u need for any occasion'
'0','Love it Great app, but a lot of repeated items.'
'1','Love it I love how I can save recipes, clothing ideas, and work outs.'
'1','Love it I love, love, love being able to pin things on the run I love being able to access those pins on the run!'
'1','Love it Perfect and so easy to use'
'1','Love it This app is great I get most of my recipes fron it and loys of great decorating ideas for parties'
'1','Love it :D Fully like an online scrap board...'
'1','Love it OMG I just updated it its Heaven!!!!!!!'
'1','Love it...maybe too much App is easy to use and navigate.'
'-1','Love pinterest Love it, only downside is the quality of the pictures are a lot lower on the app than the website when used on computers'
'-1',"Love Pinterest One of my favorite social media channels, and this app lets me have most of it's functions, but I've been getting lags and errors lately."
'1','Love saving things to read later and finding so many crafty ideas!'
'1','Love that I can take picture notes and get a memory jog just by looking at the "post it".'
'1','Love that you can save your stops on a trip for easy reference.'
'1','Love the ability to post stuff as I do it.'
'1','Love the app Very easy to use no problems!'
'1','Love the change in italics and boxes to check off.'
'1','Love the connectivity.'
'1','Love the excellent and consistent multi-platform experience and sync.'
'1','Love the info, pics, and people Love it'
'1','Love the information and to read the reviews.'
'1','Love the interface.'
'1','Love the new interface.'
'1','Love the new UI.'
'-1','Love the original Angry Birds...not whatever was just released with the new update!'
'-1',"Love the program BUT since you added the 'share this pin'  option I have been receiving spam that my friends did not send."
'1','Love the regular website and the app makes it twice as easy to find all your travel info!'
'1',"Love the reviews for helping me find places when I don't have a guide book with me"
'1','Love the search engine and the reviews (though I should read them before I go out more often).'
'-1','Love the service but annotations on PDFs have disappeared from Dropbox since iOS 7 update.'
'1','Love the site and love the app I spend the most of my time online browsing through Pinterest'
'1','Love the smileys, available in watsapp.'
'1','Love the support for password protected MS Office docs, thanks!'
'1','Love the user reviews and pics'
'1','Love this app Lets you keep all things you find interesting in one place'
'1','Love this app This app is fantastic and very user friendly'
'1','Love this product.'
'1','Love those birds!'
'1','Love to Pin it!'
'0',"Love trip advisor and use it often on the computer, but this app doesn't provide you with proper search options."
'1','Love trip advisor on the big screen.'
'1','Love using this app to find fun foods and funny things to brighten up my day'
'1','Love you it synchs!'
'1','Love....... What else can you say, simply put this is a wonderful, awesome app filled with awesomeness!!'
'-1','Loved it I loved it, but it took up way to much space.'
'1','Loved the service there.'
'1','Luv it Best free picture app out!'
'1','luv it simple and fast, but pls add more clip art and so sticker'
'1','Luv pinning!'
'-1','Maihklass01 Nice & slow.'
'-1','Major sync failure!'
'0','Make an angry birds G.I joe version'
'0','Make some Batman levels'
'0','Many filters, etc.'
'0','Many of the levels are very intense'
'0',"Many times I didn't pay attention to a negative review because I thought they had some sort of personal problem and was sorry afterwards."
'0','Map could use some upgrades.'
'0','Mark favorites at the folder,  2.'
'1','Marvelous Amazing effects....'
'1','Matters of Interest Simple to use.'
'-1',"Maximizing space to type in should be the goal, however, it doesn't feel like it."
'0',"Maybe I'm missing this but the only time you get full screen is when you start a new note."
'0','Maybe the option of colored notes?'
'-1','Maybe the underlying code base or architecture makes it difficult to create rich text with proper formatting.'
'-1','Meh Okay would reccomened but a little slow'
'0','Might like it better if I actually knew how to optimize its use and they were helpful in making the info you need easily available.'
'-1','Mind you it does keep freezing up.'
'-1',"Mine doesn't even work."
'-1',"Miss the 'popular' section Definitely a pinterest addict."
'0','Missing top 10 lists but overall great app'
'1','Mobile access to the forums is also great.'
'1','Moreover, I enjoy the website version as well.'
'-1','Most of the time I just get the gray screen.'
'1','Much  impresive and high perfomance with generic android old version!'
'1','Much better place to store all those notes than your Gmail account.'
'1','Much easier to navigate.'
'1','Much improved navigation.'
'1','Multi platform support is flawless'
'-1','Multiple attempts with no progress,  just same slow nothing.'
'0',"Multiple Sign In's I have a personal Pinterest and one I use for my business, it would be nice to be able to easily go back and forth between accounts"
'-1','Music player no longer works.'
'-1',"Music takes 15 seconds to load after you have selected a song ( doesn't matter if I'm on Verizon LTE or Wifi) also, it doesn't play the next song automatically instead you have to open the app, go back and pick the next song in the folder."
'1','Must download Easy good'
'-1','Must have bugs.'
'-1','My favorite old feature was uploading a bunch of photos and videos from the day overnight or while using another app.'
'1','My favorite place to add and read reviews.'
'1',"My files are accessible anytime, anyone, from any of my devices or another's."
'-1','My Forums page is now blank.'
'1','My husband has the Evernote pen an takes notes during his meetings.'
'-1','My iPad works fine when I open Dropbox...'
'1','My kids love to challenge me for high score.'
'0','My last review was on the Space Eagle a very bad copy of the Awesome Mighty Eagle which is my latest review and an unlimited supply of them can be bought for 99c so it gets 5 stars but the Space Eagle should be the same.'
'-1','My Mac OS X version is working fine, but the app does not upload my data until I soft reset the phone.'
'-1','My only complaint is not being able to see your inbox  and reply to messages in the app.'
'-1','My only complaint is that some stages can be exceedingly difficult but still one of the best iOS games available!'
'-1','My phone crashed and when I reinstalled everything, I no longer had the Mighty Eagle which I had already purchased.'
'0','My uses are primarily for restaurants & attractions, paying attention to reviews written n recent months.'
'-1',"My videos aren't loading into my Dropbox."
'-1','Na Design needs a more straight forward menu to navigate features'
'0','Need add Hi plz could you try to make a smoke cuase i want to add some smoke to my picture to fake like im smoking .'
'0','Need more information on golf courses....will use it on every trip we take'
'-1','Need response ASAP!!'
'-1','Need to be able to set limited as to how  much space it uses on my phone.'
'-1','Need to fix!'
'0','Need to have an option to select multiple documents (and/or folders) and forward them at the same time instead of opening each one individually!!!!!!'
'-1','Need to improve functionality on this app.'
'0','Needs a cloud sync feature.'
'0','Needs call service.'
'0','Needs Update!'
'-1','Never mind the endlessly infuriating new levels or the cacophonous new intro music that sounds like it was composed by someone trying to mock carnivals...how can Rovio calls this an update at all?'
'0','New auto-upload of photos and videos is a great & useful addition.'
'-1','New design is strange to navigate, tag lookup is slow, unintuitive is a pretty good word for some of the changes.'
'1','New hotel price search is awesome too.'
'1','New interface is great'
'-1','New levels are disappointing, and are really boring.'
'-1','New levels are horrible...totally different game than angry birds in my opinion.'
'-1',"New update doesn't detail what's changed."
'-1','New update is terrible This app as 5* all the way until the update ... the crop feature is terrible now'
'-1','New update is total FECES.'
'-1',"New update= NO The new update sucks it doesn't let you look at all the pins and is always shutting down I wish they would revert back to the old one."
'-1','New updates force close...'
'-1','New version is a step in wrong direction.'
'-1','New versions  add another icon making it difficult to see a high bird.'
'-1','Newest version has menu problems.'
'-1','Next problem, related to this is the "Near Me" function.'
'0','Next there needs to be a clear cache option.'
'1','nice great, since now groupchat supporting up to 30... however, when will voice-call via internet available?'
'1','Nice and Awesome I really love this app...its easy to use and yet the result is good..thanks for the cool app !'
'-1','Nice app Does evrythng gud except tht red eye optn doesnt fnctn properly'
'0','Nice app Like dis app a lottt...  Bt v cnt share pdf files..plz think on dis'
'1',"Nice app to find things you need when in an area you don't know."
'1','Nice apps This is very nice app for those who really likes to edit photos'
'1','Nice design refresh.'
'1','Nice for travel!'
'0','Nice for viewing, but not so great for making updates.'
'0','Nice game but has anyone thought of Angry Birds Lord Of The Rings?'
'1','nice of chting with ppl ilike being on this ntwrk'
'1','Nice photo editor I can make everything i want on this editor, it depends on how creative you are, very useful.'
'1','Nice to have access to all of it.'
'1',"Nice to used when you are looking for restaurants and or safe places to visits when I'm abroad."
'1','Nice UI'
'0','Nice update!'
'1','No complaints...great Tripadvisor reviews all in an easy to use platform.'
'-1','No crashes so far, not affecting my phone or ipad functionality.'
'0','No Galaxy Gear support Please create an app for Galaxy Gear.'
'0','No issues on the performance side with this app .. Like the UI and find it overall easy to navigate and handle .'
'0',"No longer able to hide the file list, so you don't have full screen displayed like previous version."
'0','No major disadvs found up to now but I would at least add other output formats (only PNG, JPG currently available).'
'-1','No matter what I change no photos or videos will load.'
'1','No more crashing, fast slick uploading, proper non-buggy text entry, and proper functioning of folders!!'
'-1',"No new updates come on ever since angry birds Star Wars came there were no new updates wars next there going to make an angry birds ninja for them and roivio how's that for an idea or angry birds Greek gods choose so I can have fun with my iPod touch 4g just choose the ideas that I told u ok and stay cool plz I love u guys!!!!!!!!!!!!!!"
'-1','No notes showing up.'
'0','No Saved Trips that you personally put together to assist you when out & about with your mobile.'
'-1','No storage issues with other apps... Galaxy S3'
'1','No sync issues.'
'0','Non-starred files occupied more than 600 MB and I have no way to reduce it...it eats out all my ipad space'
'-1','None of the new flags added are working please work on that ASAP'
'-1','Normally 5-star app but now it will not open'
'-1','Not a huge fan of the update before last with the different gameplay style.'
'0','Not able to synchronise after a month of installing the program so unable to back up my info.'
'0','Not many will find a wifi and open their laptop.'
'1','Not only did they get links to download the files, but they could also view content right in their web browser.'
'0','Not showing or even suggesting located areas'
'1',"Not so hard that it's discouraging but still a challenge when working on making the moves suggested in the all in one angry birds tips app( basically cheats) ."
'-1','Not thrilled with the recent update.'
'-1',"Not to mention that announcements, which are essentially ads, now occupy the app's prime real estate."
'0','Not working with iOS7.0.3'
'1','Note 2 Very good messanger.'
'-1','Note sorting and text-friendly organization (i.e., lists) have been thrown out the window for a shiny interface and lots of icons and flashy graphics.'
'0','Note, some of my problems may be related with some incompatibility of iPad2 with iOS7.'
'1','Notes for parties in another.'
'1',"Notes from the kids' school and organizations get photographed and organized in one notebook."
'-1','Notice how after a negative review is posted, it is invariably followed by several glowing reviews.'
'-1','Now crashes on iPod touch since last update.'
'-1',"Now I can only use the  near by feaure ONLY when I'm actually there at the location."
'1','Now I can read and work on documents no matter where I am.'
'1','Now I can read huge files on the iPad.'
'-1','Now looks terrible.'
'-1','Now my notes vanish randomly and I keep getting a sync error.'
'-1','Now the app completely refreshes at start up, which gets annoying sometimes.'
'-1','Now they completely changed the gameplay in the newest episode into the lamest thing ever.'
'0','Now they have a new mapping thing that you have to say if you want to use every pin.'
'1','Now using on my Nexus 5, still awesome!'
'-1','Now when I select all notes, it opens to a specific note and freezes when I try to go back.'
'0','O sugest an puch notification in iphone  whem a file is added.'
'1','Obsessed I always see, read, and watch things that I think are cool and Pinterest is a good way to keep them in a place to access later.'
'0','Occasionally need to give it a minute but that is more a reflection of connection speeds out in the boonies.'
'1','Ohohoh shockwave blow my mind out!!'
'-1','Ok Needs to have more filters but other than that works very good.'
'-1','Ok app It is not updating since long .I have been trying very much.'
'0','Older versions of this app used to allow me to preview word, excel and pdf documents.'
'1','Omg..You can do so much on this app.. One of the best photo editor!'
'-1',"On design flaws: you can't create a new notebook in the app mode, the interface is quite rigid and doesn't flow like the rest if apples iOS, you can't add notebooks to the shortcut section (though you can delete them..), and so on."
'-1','On the newest version I can find no way to see th entire file name.'
'1','On the other hand I do like that I can view and share excel documents.'
'1','On the phone, even better.'
'0','On this last update why did u put spanish in there?'
'-1',"Once I get into webview, I'm unable to go back to Evernote."
'1','Once I learned to use the notebook/multiple tag search I was very pleased with the new update.'
'-1','Once the 15 min is up, I then switch to the downloaded file.'
'0','Once you find them on your phone, I believe you can "favorite" them.'
'-1','One day, after using this program for months, I find that all of my previously accessible notes can only be accessed online unless I pay $50 for blackmail, I mean premium.'
'0','One feature they should add is being able to import multiple photos to camera roll, then it be better.'
'-1','One flaw is the fact that its almost impossible to load mp3s or WAV files over data.'
'-1','One is full screen mode.'
'1','One of my favourite if not the favourite social networking sites Use it every day to find and store lots of interesting and lovely things'
'-1','One of the big reasons I looked at it is because I wanted to use bullets, numbers, outlining in my notes -- so I was SOOO happy to see those in the app.'
'-1',"One small issue I have is that when you ask what's near you, or when you use a filter, not everything shows up."
'0',"One suggestion: if I have automatic photo upload on and download a photo to my phone's camera roll (say, for #TBT), don't automatically re-upload it to Camera Imports!"
'0','One the ability to read long filenames.'
'-1','Only complaint is being able to change the picture that represents your boards.'
'-1','Only one issue, I cannot access my mp3, aiff, and WAV files.'
'-1','Only one problem when using this app, please fix the bugs..'
'-1','Only problem is icons on upper left of screen get in the way and hide the bird.'
'0','Only problem that it freezes and shuts down frequently.'
'0',"Only showed sliding logo's"
'0','Only thing that would make it better if the updates came faster.'
'-1','Opening some notes will cause app to crash :( please fix!'
'1','Or any other review website.'
'-1',"Or at least if they destroy the game they could of made it a game extra with no star ratings so the players who actually play the game wouldn't get offended."
'1',"Other than that one problem this is a great app also I like the fact that if you download a picture from the app onto the iPhone it doesn't auto upload the picture so you have 2 copies of the same photo in the auto upload folder."
'1','Otherwise, good for the basics!'
'0','Our best friend abroad.'
'1','Out of all the things I have tried, Dropbox has been the fastest program to upload any file and can be accessed immediately anywhere even through their website.'
'1','Overall good maneuverability.'
'0',"Payements Good but why can't it be free like skype?"
'0','PC, laptops , droid, tablet, two iPhones and one set of reference documents on all of them for myself and the wife.'
'1','PDFs, Word docs, and videos all were viewable in the browser for them.'
'0','People are complaining about the new update of Angry Birds.'
'1','Perfect I love this app, I have it on all my devices, and use it all the time for fun effects to make the perfect picture.'
'0','Perfect Vry gud app for editing..plz add some more interesting frame..:-)'
'1','Perfect boredom killer Plus great recipe filer/  project planner'
'1','Perfect objective measurement of travel options!'
'0','Perhaps the most-used app on my mobile devices.'
'-1','Personal notes and passwords have been compromised by hackers once already.'
'0','Photos, Map and reviews are what we looked at the most.'
'1','Picsart An awesome and Helpful photo editor ?'
'1','Picsart Awesome photo editor....'
'0','PicsArt This is my favorite editing app!'
'-1','pictures are not downloading and i am going to remove this app from my IPAD its worthless'
'1','Pinning, sending, editing, and making new boards- easy to use!'
'1',"Pinterest Its an excellent and easy way to post what you're doing."
'1','Pintrest is a magnificent app, because it is very helpful when I want to save websites, photos, and recipes!'
'0','Platform.'
'0','Please add landscape support for your fat-fingered users!'
'0','Please add more clip arts.'
'0',"Please add some way to block pins from people I don't follow!"
'0','Please add support for animated GIFs!'
'0','Please add the ability to rename files, as well as the ability for gifs to play.'
'-1','Please add the dotted path again.'
'1','Please bring back the old viewer, it was phenomenal.'
'-1','Please bring back the trajectory line or at least make it to where you can turn it on or off.'
'0',"Please change it to the older music or I'll delete it!"
'-1','Please consider changing the background music.'
'-1',"PLEASE don't give me Star Wars Bad Piggies!"
'-1','Please fix This app use to work great but now it wont open up to the effects.'
'0','Please fix so we can resize the column boundaries, as with many other apps.'
'-1','Please fix the new color splash effect'
'0','Please fix this Idk it uninstalls in my phone automatically.... And I ha e to download it again n again.'
'0','Please fix this!'
'-1','Please go back to levels like in the beginning.'
'-1','Please go back to the formula that worked.'
'-1','Please help on the new update every time I try and go on birds of a feather it keeps taking me out.'
'0','Please include the option to view thumbnail larger while viewing in the photo folder.'
'0','Please just increase the upload limit..... That will be very useful......'
'-1','Please make it compatible for iPod 4th generation?????????????????????????'
'-1','Please offer a different storage system for photos and video for power users.'
'-1','Please please do not put a back "home" button at the top where people are used to hitting back.'
'0','Please redesign the app.'
'-1','Please take this crap level off of the game and give us more regular Angry Bird levels.'
'0','Please update the iPad App version!!'
'-1','Please update your app to support iOS 6 as well.'
'-1',"Plus I really don't like this new theme music."
'0',"Plus it seems like you've given up on releasing new levels for the other versions of Angry Birds."
'0',"Plus when I am looking at an area I want to see all that's around it not just the town."
'0','Plus, can you add the function, like Twitter, to switch between accounts?'
'1','Plus, everything I asked to fix has been fixed, so thanks for listening to us and making your updates worth it!'
'-1','Poor Its bullshit it works real slow and cuts u off in the middle of u doin it'
'-1','Poor:(:( Need updates for Android!'
'-1','Pop-ups go crazy on the iPhone 5!'
'0','Practical, easy to use, beautiful  design / user experience, use it multiple times per day.'
'-1','Pressing "Upload Here" freezes the app and crashes it on the next open.'
'-1',"Previous review, After several months of daily use, and building about 1K pretty intensive notes, I was in the process to put a serious long-term commitment to EN- but I've had to seriously rethink this after the problems with the last upgrade."
'0','Priceless!.'
'-1','Problem with update Hey guys i cant update the app...it says you cannot install it either on the USB or the Phone storage...wat should i do?'
'-1','PS - bad piggies sucked.'
'-1','Purchase If you remove the purchase i will rate 5 stars'
'0','Push the button on the reviews and it is taking a coffee break.'
'-1','Put some flexibility in the width of the display for those of us who use files with longer names.'
'1','Put the info on one device and you have it on all your devices!'
'1','Quick access to my most used notes and tags makes the app so much more quick.'
'1',"Quit whining about how much you don't like the update."
'-1',"Quite a new gameplay but should've been introduced as a separate game."
'1','Quotes <3 The option to save is great.'
'1','Real life reviews are always better than sales pitch brochures and recommendations.'
'1','Real reviews.'
'1','Really creative Awesome ?'
'0','REALLY fun but some levels are near to impossible'
'1',"Really good physics based game that's also kind of a puzzle game!"
'-1','Really hate the new leaderboard.'
